object_level;object_name;gender;year;education_level;study_area;count_graduate;percent_employed;average_salary;oktmo;okato
Регион;Челябинская область;Женский;2019;СПО: специалисты среднего звена;Инженерное дело, технологии и технические науки;1703;77.76349614;41740.86473;75000000;75000000
Регион;Челябинская область;Женский;2019;СПО: специалисты среднего звена;Искусство и культура;394;73.70030581;43113.13923;75000000;75000000
Регион;Челябинская область;Женский;2019;СПО: специалисты среднего звена;Науки об обществе;2624;73.11827957;41738.58484;75000000;75000000
Регион;Челябинская область;Женский;2019;СПО: специалисты среднего звена;Образование и педагогические науки;917;84.09610984;41738.785;75000000;75000000
Регион;Челябинская область;Женский;2019;СПО: специалисты среднего звена;Сельское хозяйство и сельскохозяйственные науки;142;64.46280992;33830.64349;75000000;75000000
Регион;Челябинская область;Женский;2020;СПО: специалисты среднего звена;Гуманитарные науки;218;78.73563218;45446.53682;75000000;75000000
Регион;Челябинская область;Женский;2020;СПО: специалисты среднего звена;Здравоохранение и медицинские науки;1064;86.51685393;46335.62968;75000000;75000000
Регион;Челябинская область;Женский;2020;СПО: специалисты среднего звена;Инженерное дело, технологии и технические науки;1605;75.33009034;40943.40823;75000000;75000000
Регион;Челябинская область;Женский;2020;СПО: специалисты среднего звена;Искусство и культура;415;75.70977918;40314.78444;75000000;75000000
Регион;Челябинская область;Женский;2020;СПО: специалисты среднего звена;Науки об обществе;2708;71.46331577;40801.54395;75000000;75000000
Регион;Челябинская область;Женский;2020;СПО: специалисты среднего звена;Образование и педагогические науки;878;87.40740741;41874.41916;75000000;75000000
Регион;Челябинская область;Женский;2020;СПО: специалисты среднего звена;Сельское хозяйство и сельскохозяйственные науки;143;69.56521739;37234.87797;75000000;75000000
Регион;Челябинская область;Женский;2021;СПО: специалисты среднего звена;Гуманитарные науки;235;72.90640394;38793.64756;75000000;75000000
Регион;Челябинская область;Женский;2021;СПО: специалисты среднего звена;Здравоохранение и медицинские науки;1258;85.00851789;46514.52988;75000000;75000000
Регион;Челябинская область;Женский;2021;СПО: специалисты среднего звена;Инженерное дело, технологии и технические науки;1465;76.63622527;41602.85516;75000000;75000000
Регион;Челябинская область;Женский;2021;СПО: специалисты среднего звена;Искусство и культура;233;66.31578947;36098.69333;75000000;75000000
Регион;Челябинская область;Женский;2021;СПО: специалисты среднего звена;Науки об обществе;2986;67.02245123;39573.59244;75000000;75000000
Регион;Челябинская область;Женский;2021;СПО: специалисты среднего звена;Образование и педагогические науки;1128;78.94248609;41880.00402;75000000;75000000
Регион;Челябинская область;Женский;2021;СПО: специалисты среднего звена;Сельское хозяйство и сельскохозяйственные науки;99;64.55696203;37845.09047;75000000;75000000
Регион;Челябинская область;Женский;2022;СПО: специалисты среднего звена;Гуманитарные науки;232;76.16580311;39126.44176;75000000;75000000
Регион;Челябинская область;Женский;2022;СПО: специалисты среднего звена;Здравоохранение и медицинские науки;1391;83.21568627;43921.12394;75000000;75000000
Регион;Челябинская область;Женский;2022;СПО: специалисты среднего звена;Инженерное дело, технологии и технические науки;1415;73.62549801;40199.60373;75000000;75000000
Регион;Челябинская область;Женский;2022;СПО: специалисты среднего звена;Искусство и культура;500;66.75461741;35540.29689;75000000;75000000
Регион;Челябинская область;Женский;2022;СПО: специалисты среднего звена;Науки об обществе;3422;65.07304117;36648.48387;75000000;75000000
Регион;Челябинская область;Женский;2022;СПО: специалисты среднего звена;Образование и педагогические науки;1421;80.948851;39180.26576;75000000;75000000
Регион;Челябинская область;Женский;2022;СПО: специалисты среднего звена;Сельское хозяйство и сельскохозяйственные науки;175;61.53846154;37966.97403;75000000;75000000
Регион;Челябинская область;Женский;2023;СПО: специалисты среднего звена;Гуманитарные науки;277;69.82758621;32927.46161;75000000;75000000
Регион;Челябинская область;Женский;2023;СПО: специалисты среднего звена;Здравоохранение и медицинские науки;1959;76.23188406;42856.3945;75000000;75000000
Регион;Челябинская область;Женский;2023;СПО: специалисты среднего звена;Инженерное дело, технологии и технические науки;1481;65.74367089;36614.19148;75000000;75000000
Регион;Челябинская область;Женский;2023;СПО: специалисты среднего звена;Искусство и культура;584;50.0;33289.87404;75000000;75000000
Регион;Челябинская область;Женский;2023;СПО: специалисты среднего звена;Науки об обществе;3812;56.59690628;31997.92026;75000000;75000000
Регион;Челябинская область;Женский;2023;СПО: специалисты среднего звена;Образование и педагогические науки;1300;74.07087295;36442.14073;75000000;75000000
Регион;Челябинская область;Женский;2023;СПО: специалисты среднего звена;Сельское хозяйство и сельскохозяйственные науки;197;50.32258065;32191.42955;75000000;75000000
Регион;Челябинская область;Женский;2019;СПО: квалифицированные рабочие и служащие;Гуманитарные науки;16;64.28571429;;75000000;75000000
Регион;Челябинская область;Женский;2019;СПО: квалифицированные рабочие и служащие;Инженерное дело, технологии и технические науки;223;68.06282723;37907.69912;75000000;75000000
Регион;Челябинская область;Женский;2019;СПО: квалифицированные рабочие и служащие;Искусство и культура;19;71.42857143;;75000000;75000000
Регион;Челябинская область;Женский;2019;СПО: квалифицированные рабочие и служащие;Науки об обществе;208;65.42553191;33004.42667;75000000;75000000
Регион;Челябинская область;Женский;2019;СПО: квалифицированные рабочие и служащие;Сельское хозяйство и сельскохозяйственные науки;77;68.18181818;34053.01154;75000000;75000000
Регион;Челябинская область;Женский;2020;СПО: квалифицированные рабочие и служащие;Гуманитарные науки;19;55.55555556;;75000000;75000000
Регион;Челябинская область;Женский;2020;СПО: квалифицированные рабочие и служащие;Инженерное дело, технологии и технические науки;242;71.42857143;35030.76886;75000000;75000000
Регион;Челябинская область;Женский;2020;СПО: квалифицированные рабочие и служащие;Искусство и культура;18;81.25;38620.238;75000000;75000000
Регион;Челябинская область;Женский;2020;СПО: квалифицированные рабочие и служащие;Науки об обществе;276;62.20472441;31804.47955;75000000;75000000
Регион;Челябинская область;Женский;2020;СПО: квалифицированные рабочие и служащие;Сельское хозяйство и сельскохозяйственные науки;50;67.5;32933.81609;75000000;75000000
Регион;Челябинская область;Женский;2021;СПО: квалифицированные рабочие и служащие;Гуманитарные науки;43;69.76744186;32720.12429;75000000;75000000
Регион;Челябинская область;Женский;2021;СПО: квалифицированные рабочие и служащие;Инженерное дело, технологии и технические науки;192;70.1754386;32463.71886;75000000;75000000
Регион;Челябинская область;Женский;2021;СПО: квалифицированные рабочие и служащие;Искусство и культура;34;75.86206897;33208.82353;75000000;75000000
Регион;Челябинская область;Женский;2021;СПО: квалифицированные рабочие и служащие;Науки об обществе;424;55.26992288;31341.57878;75000000;75000000
Регион;Челябинская область;Женский;2021;СПО: квалифицированные рабочие и служащие;Сельское хозяйство и сельскохозяйственные науки;72;56.71641791;31793.58207;75000000;75000000
Регион;Челябинская область;Женский;2022;СПО: квалифицированные рабочие и служащие;Гуманитарные науки;46;77.27272727;31993.88414;75000000;75000000
Регион;Челябинская область;Женский;2022;СПО: квалифицированные рабочие и служащие;Инженерное дело, технологии и технические науки;201;67.03296703;35777.23223;75000000;75000000
Регион;Челябинская область;Женский;2022;СПО: квалифицированные рабочие и служащие;Искусство и культура;75;59.375;28728.26278;75000000;75000000
Регион;Челябинская область;Женский;2022;СПО: квалифицированные рабочие и служащие;Науки об обществе;563;59.08221797;30054.53121;75000000;75000000
Регион;Челябинская область;Женский;2022;СПО: квалифицированные рабочие и служащие;Сельское хозяйство и сельскохозяйственные науки;64;45.76271186;27092.32792;75000000;75000000
Регион;Челябинская область;Женский;2023;СПО: квалифицированные рабочие и служащие;Гуманитарные науки;30;72.72727273;28959.83;75000000;75000000
Регион;Челябинская область;Женский;2023;СПО: квалифицированные рабочие и служащие;Здравоохранение и медицинские науки;5;25.0;;75000000;75000000
Регион;Челябинская область;Женский;2023;СПО: квалифицированные рабочие и служащие;Инженерное дело, технологии и технические науки;264;55.29953917;35378.30565;75000000;75000000
Регион;Челябинская область;Женский;2023;СПО: квалифицированные рабочие и служащие;Искусство и культура;86;60.0;30206.32;75000000;75000000
Регион;Челябинская область;Женский;2023;СПО: квалифицированные рабочие и служащие;Науки об обществе;494;45.08928571;27872.49263;75000000;75000000
Регион;Челябинская область;Женский;2023;СПО: квалифицированные рабочие и служащие;Сельское хозяйство и сельскохозяйственные науки;54;45.09803922;29323.66222;75000000;75000000
Регион;Челябинская область;Женский;2019;Бакалавриат, специалитет;Гуманитарные науки;405;75.06234414;50583.03122;75000000;75000000
Регион;Челябинская область;Женский;2019;Бакалавриат, специалитет;Здравоохранение и медицинские науки;446;92.35955056;81570.34625;75000000;75000000
Регион;Челябинская область;Женский;2019;Бакалавриат, специалитет;Инженерное дело, технологии и технические науки;1021;87.57455268;69204.97516;75000000;75000000
Регион;Челябинская область;Женский;2019;Бакалавриат, специалитет;Искусство и культура;497;84.71910112;55822.64;75000000;75000000
Регион;Челябинская область;Женский;2019;Бакалавриат, специалитет;Математические и естественные науки;219;88.8372093;66401.78794;75000000;75000000
Регион;Челябинская область;Женский;2019;Бакалавриат, специалитет;Науки об обществе;3476;77.94632439;57318.76388;75000000;75000000
Регион;Челябинская область;Женский;2019;Бакалавриат, специалитет;Образование и педагогические науки;2133;84.11169957;49395.75751;75000000;75000000
Регион;Челябинская область;Женский;2019;Бакалавриат, специалитет;Сельское хозяйство и сельскохозяйственные науки;227;79.46428571;47933.84514;75000000;75000000
Регион;Челябинская область;Женский;2020;Бакалавриат, специалитет;Гуманитарные науки;571;75.84369449;49645.88184;75000000;75000000
Регион;Челябинская область;Женский;2020;Бакалавриат, специалитет;Здравоохранение и медицинские науки;464;89.22413793;81888.61699;75000000;75000000
Регион;Челябинская область;Женский;2020;Бакалавриат, специалитет;Инженерное дело, технологии и технические науки;995;86.20689655;62000.81903;75000000;75000000
Регион;Челябинская область;Женский;2020;Бакалавриат, специалитет;Искусство и культура;447;86.22327791;50526.87952;75000000;75000000
Регион;Челябинская область;Женский;2020;Бакалавриат, специалитет;Математические и естественные науки;229;83.78378378;60169.89059;75000000;75000000
Регион;Челябинская область;Женский;2020;Бакалавриат, специалитет;Науки об обществе;3449;77.34904271;51843.67146;75000000;75000000
Регион;Челябинская область;Женский;2020;Бакалавриат, специалитет;Образование и педагогические науки;2096;83.88510224;50585.7091;75000000;75000000
Регион;Челябинская область;Женский;2020;Бакалавриат, специалитет;Сельское хозяйство и сельскохозяйственные науки;192;85.40540541;44779.0239;75000000;75000000
Регион;Челябинская область;Женский;2021;Бакалавриат, специалитет;Гуманитарные науки;686;77.89115646;45403.99988;75000000;75000000
Регион;Челябинская область;Женский;2021;Бакалавриат, специалитет;Здравоохранение и медицинские науки;404;86.31840796;65573.54556;75000000;75000000
Регион;Челябинская область;Женский;2021;Бакалавриат, специалитет;Инженерное дело, технологии и технические науки;1015;84.33367243;56420.46789;75000000;75000000
Регион;Челябинская область;Женский;2021;Бакалавриат, специалитет;Искусство и культура;333;77.12177122;51090.87724;75000000;75000000
Регион;Челябинская область;Женский;2021;Бакалавриат, специалитет;Математические и естественные науки;216;82.43902439;54316.06127;75000000;75000000
Регион;Челябинская область;Женский;2021;Бакалавриат, специалитет;Науки об обществе;3872;77.0730198;48749.25198;75000000;75000000
Регион;Челябинская область;Женский;2021;Бакалавриат, специалитет;Образование и педагогические науки;1919;84.6976993;48504.77859;75000000;75000000
Регион;Челябинская область;Женский;2021;Бакалавриат, специалитет;Сельское хозяйство и сельскохозяйственные науки;140;75.19379845;45830.69422;75000000;75000000
Регион;Челябинская область;Женский;2022;Бакалавриат, специалитет;Гуманитарные науки;634;72.90076336;39714.34383;75000000;75000000
Регион;Челябинская область;Женский;2022;Бакалавриат, специалитет;Здравоохранение и медицинские науки;408;78.13267813;59558.29933;75000000;75000000
Регион;Челябинская область;Женский;2022;Бакалавриат, специалитет;Инженерное дело, технологии и технические науки;1046;83.75125376;55584.42346;75000000;75000000
Регион;Челябинская область;Женский;2022;Бакалавриат, специалитет;Искусство и культура;366;80.625;46832.97898;75000000;75000000
Регион;Челябинская область;Женский;2022;Бакалавриат, специалитет;Математические и естественные науки;230;79.18552036;47184.46823;75000000;75000000
Регион;Челябинская область;Женский;2022;Бакалавриат, специалитет;Науки об обществе;3197;75.70878544;47995.73566;75000000;75000000
Регион;Челябинская область;Женский;2022;Бакалавриат, специалитет;Образование и педагогические науки;1831;81.55339806;46255.84001;75000000;75000000
Регион;Челябинская область;Женский;2022;Бакалавриат, специалитет;Сельское хозяйство и сельскохозяйственные науки;210;76.96335079;43589.59984;75000000;75000000
Регион;Челябинская область;Женский;2023;Бакалавриат, специалитет;Гуманитарные науки;633;62.35955056;37437.5315;75000000;75000000
Регион;Челябинская область;Женский;2023;Бакалавриат, специалитет;Здравоохранение и медицинские науки;446;65.75963719;43898.79553;75000000;75000000
Регион;Челябинская область;Женский;2023;Бакалавриат, специалитет;Инженерное дело, технологии и технические науки;940;73.23628219;48114.81015;75000000;75000000
Регион;Челябинская область;Женский;2023;Бакалавриат, специалитет;Искусство и культура;503;72.99578059;46469.42266;75000000;75000000
Регион;Челябинская область;Женский;2023;Бакалавриат, специалитет;Математические и естественные науки;213;66.34615385;35973.30604;75000000;75000000
Регион;Челябинская область;Женский;2023;Бакалавриат, специалитет;Науки об обществе;3133;69.43060498;43148.39766;75000000;75000000
Регион;Челябинская область;Женский;2023;Бакалавриат, специалитет;Образование и педагогические науки;1853;80.0;41768.93899;75000000;75000000
Регион;Челябинская область;Женский;2023;Бакалавриат, специалитет;Сельское хозяйство и сельскохозяйственные науки;257;70.41666667;43550.87146;75000000;75000000
Регион;Челябинская область;Женский;2019;Магистратура;Гуманитарные науки;143;80.0;66453.50165;75000000;75000000
Регион;Челябинская область;Женский;2019;Магистратура;Инженерное дело, технологии и технические науки;320;90.52287582;85714.0945;75000000;75000000
Регион;Челябинская область;Женский;2019;Магистратура;Искусство и культура;39;87.17948718;62774.15522;75000000;75000000
Регион;Челябинская область;Женский;2019;Магистратура;Математические и естественные науки;164;91.97530864;67046.80698;75000000;75000000
Регион;Челябинская область;Женский;2019;Магистратура;Науки об обществе;697;82.04379562;84131.54504;75000000;75000000
Регион;Челябинская область;Женский;2019;Магистратура;Образование и педагогические науки;586;90.24896266;57538.9419;75000000;75000000
Регион;Челябинская область;Женский;2019;Магистратура;Сельское хозяйство и сельскохозяйственные науки;55;94.44444444;51476.04905;75000000;75000000
Регион;Челябинская область;Женский;2020;Магистратура;Гуманитарные науки;123;88.42975207;54040.90346;75000000;75000000
Регион;Челябинская область;Женский;2020;Магистратура;Инженерное дело, технологии и технические науки;276;93.45454545;72771.57343;75000000;75000000
Регион;Челябинская область;Женский;2020;Магистратура;Искусство и культура;35;85.71428571;49838.28478;75000000;75000000
Регион;Челябинская область;Женский;2020;Магистратура;Математические и естественные науки;131;88.46153846;71566.5081;75000000;75000000
Регион;Челябинская область;Женский;2020;Магистратура;Науки об обществе;865;83.54725788;71309.96479;75000000;75000000
Регион;Челябинская область;Женский;2020;Магистратура;Образование и педагогические науки;515;88.47826087;56804.6623;75000000;75000000
Регион;Челябинская область;Женский;2020;Магистратура;Сельское хозяйство и сельскохозяйственные науки;32;90.32258065;54710.97304;75000000;75000000
Регион;Челябинская область;Женский;2021;Магистратура;Гуманитарные науки;98;82.35294118;63138.47759;75000000;75000000
Регион;Челябинская область;Женский;2021;Магистратура;Инженерное дело, технологии и технические науки;265;94.71544715;76455.76062;75000000;75000000
Регион;Челябинская область;Женский;2021;Магистратура;Искусство и культура;37;93.33333333;61240.16208;75000000;75000000
Регион;Челябинская область;Женский;2021;Магистратура;Математические и естественные науки;112;91.89189189;74252.75207;75000000;75000000
Регион;Челябинская область;Женский;2021;Магистратура;Науки об обществе;747;82.08744711;67706.69786;75000000;75000000
Регион;Челябинская область;Женский;2021;Магистратура;Образование и педагогические науки;382;88.0;56628.0578;75000000;75000000
Регион;Челябинская область;Женский;2021;Магистратура;Сельское хозяйство и сельскохозяйственные науки;38;81.08108108;40318.4128;75000000;75000000
Регион;Челябинская область;Женский;2022;Магистратура;Гуманитарные науки;116;80.55555556;53253.80716;75000000;75000000
Регион;Челябинская область;Женский;2022;Магистратура;Инженерное дело, технологии и технические науки;213;92.85714286;73408.10293;75000000;75000000
Регион;Челябинская область;Женский;2022;Магистратура;Искусство и культура;57;84.0;49976.04821;75000000;75000000
Регион;Челябинская область;Женский;2022;Магистратура;Математические и естественные науки;79;92.20779221;63825.66479;75000000;75000000
Регион;Челябинская область;Женский;2022;Магистратура;Науки об обществе;664;84.6031746;68807.36408;75000000;75000000
Регион;Челябинская область;Женский;2022;Магистратура;Образование и педагогические науки;540;88.93709328;53720.89983;75000000;75000000
Регион;Челябинская область;Женский;2022;Магистратура;Сельское хозяйство и сельскохозяйственные науки;44;90.47619048;56708.86946;75000000;75000000
Регион;Челябинская область;Женский;2023;Магистратура;Гуманитарные науки;93;85.54216867;49009.04492;75000000;75000000
Регион;Челябинская область;Женский;2023;Магистратура;Инженерное дело, технологии и технические науки;230;91.2037037;63145.52181;75000000;75000000
Регион;Челябинская область;Женский;2023;Магистратура;Искусство и культура;37;75.75757576;50778.8096;75000000;75000000
Регион;Челябинская область;Женский;2023;Магистратура;Математические и естественные науки;88;81.81818182;56682.18027;75000000;75000000
Регион;Челябинская область;Женский;2023;Магистратура;Науки об обществе;571;85.55956679;66915.095;75000000;75000000
Регион;Челябинская область;Женский;2023;Магистратура;Образование и педагогические науки;497;87.70949721;53513.75523;75000000;75000000
Регион;Челябинская область;Женский;2023;Магистратура;Сельское хозяйство и сельскохозяйственные науки;33;90.32258065;51457.222;75000000;75000000
Регион;Забайкальский край;Женский;2019;СПО: специалисты среднего звена;Гуманитарные науки;54;70.58823529;55052.27903;76000000;76000000
Регион;Забайкальский край;Женский;2019;СПО: специалисты среднего звена;Здравоохранение и медицинские науки;507;86.15384615;47151.88991;76000000;76000000
Регион;Забайкальский край;Женский;2019;СПО: специалисты среднего звена;Инженерное дело, технологии и технические науки;456;73.06733167;53821.76929;76000000;76000000
Регион;Забайкальский край;Женский;2019;СПО: специалисты среднего звена;Искусство и культура;132;79.31034483;45566.61753;76000000;76000000
Регион;Забайкальский край;Женский;2019;СПО: специалисты среднего звена;Науки об обществе;517;71.79487179;41859.48196;76000000;76000000
Регион;Забайкальский край;Женский;2019;СПО: специалисты среднего звена;Образование и педагогические науки;353;83.54037267;45621.73858;76000000;76000000
Регион;Забайкальский край;Женский;2019;СПО: специалисты среднего звена;Сельское хозяйство и сельскохозяйственные науки;53;66.66666667;36710.03429;76000000;76000000
Регион;Забайкальский край;Женский;2020;СПО: специалисты среднего звена;Гуманитарные науки;25;60.0;41968.518;76000000;76000000
Регион;Забайкальский край;Женский;2020;СПО: специалисты среднего звена;Здравоохранение и медицинские науки;504;80.55555556;45565.09084;76000000;76000000
Регион;Забайкальский край;Женский;2020;СПО: специалисты среднего звена;Инженерное дело, технологии и технические науки;486;79.6728972;56185.19667;76000000;76000000
Регион;Забайкальский край;Женский;2020;СПО: специалисты среднего звена;Искусство и культура;139;84.55284553;43615.07076;76000000;76000000
Регион;Забайкальский край;Женский;2020;СПО: специалисты среднего звена;Науки об обществе;500;73.74429224;42228.62339;76000000;76000000
Регион;Забайкальский край;Женский;2020;СПО: специалисты среднего звена;Образование и педагогические науки;326;81.51815182;44185.08583;76000000;76000000
Регион;Забайкальский край;Женский;2020;СПО: специалисты среднего звена;Сельское хозяйство и сельскохозяйственные науки;61;63.26530612;35369.40613;76000000;76000000
Регион;Забайкальский край;Женский;2021;СПО: специалисты среднего звена;Гуманитарные науки;50;77.77777778;43729.69379;76000000;76000000
Регион;Забайкальский край;Женский;2021;СПО: специалисты среднего звена;Здравоохранение и медицинские науки;572;82.8358209;45891.326;76000000;76000000
Регион;Забайкальский край;Женский;2021;СПО: специалисты среднего звена;Инженерное дело, технологии и технические науки;541;74.84662577;56510.22933;76000000;76000000
Регион;Забайкальский край;Женский;2021;СПО: специалисты среднего звена;Искусство и культура;131;80.0;38915.86776;76000000;76000000
Регион;Забайкальский край;Женский;2021;СПО: специалисты среднего звена;Науки об обществе;566;66.52892562;42766.24845;76000000;76000000
Регион;Забайкальский край;Женский;2021;СПО: специалисты среднего звена;Образование и педагогические науки;324;77.44107744;40237.48416;76000000;76000000
Регион;Забайкальский край;Женский;2021;СПО: специалисты среднего звена;Сельское хозяйство и сельскохозяйственные науки;73;66.66666667;44130.7325;76000000;76000000
Регион;Забайкальский край;Женский;2022;СПО: специалисты среднего звена;Гуманитарные науки;75;61.76470588;44290.15184;76000000;76000000
Регион;Забайкальский край;Женский;2022;СПО: специалисты среднего звена;Здравоохранение и медицинские науки;564;80.36809816;44961.88796;76000000;76000000
Регион;Забайкальский край;Женский;2022;СПО: специалисты среднего звена;Инженерное дело, технологии и технические науки;567;72.03883495;60886.46754;76000000;76000000
Регион;Забайкальский край;Женский;2022;СПО: специалисты среднего звена;Искусство и культура;132;74.56140351;40412.73195;76000000;76000000
Регион;Забайкальский край;Женский;2022;СПО: специалисты среднего звена;Науки об обществе;681;63.71527778;37784.42346;76000000;76000000
Регион;Забайкальский край;Женский;2022;СПО: специалисты среднего звена;Образование и педагогические науки;278;79.61538462;42278.73211;76000000;76000000
Регион;Забайкальский край;Женский;2022;СПО: специалисты среднего звена;Сельское хозяйство и сельскохозяйственные науки;75;59.01639344;38826.40571;76000000;76000000
Регион;Забайкальский край;Женский;2023;СПО: специалисты среднего звена;Гуманитарные науки;61;38.46153846;37033.63808;76000000;76000000
Регион;Забайкальский край;Женский;2023;СПО: специалисты среднего звена;Здравоохранение и медицинские науки;581;66.40471513;40073.82488;76000000;76000000
Регион;Забайкальский край;Женский;2023;СПО: специалисты среднего звена;Инженерное дело, технологии и технические науки;593;66.40316206;56626.61645;76000000;76000000
Регион;Забайкальский край;Женский;2023;СПО: специалисты среднего звена;Искусство и культура;148;60.76923077;37565.21302;76000000;76000000
Регион;Забайкальский край;Женский;2023;СПО: специалисты среднего звена;Науки об обществе;669;48.05914972;34868.3131;76000000;76000000
Регион;Забайкальский край;Женский;2023;СПО: специалисты среднего звена;Образование и педагогические науки;292;73.97769517;41526.97761;76000000;76000000
Регион;Забайкальский край;Женский;2023;СПО: специалисты среднего звена;Сельское хозяйство и сельскохозяйственные науки;92;58.10810811;35134.07952;76000000;76000000
Регион;Забайкальский край;Женский;2019;СПО: квалифицированные рабочие и служащие;Инженерное дело, технологии и технические науки;113;58.7628866;37158.7696;76000000;76000000
Регион;Забайкальский край;Женский;2019;СПО: квалифицированные рабочие и служащие;Науки об обществе;137;52.75590551;38131.39737;76000000;76000000
Регион;Забайкальский край;Женский;2019;СПО: квалифицированные рабочие и служащие;Сельское хозяйство и сельскохозяйственные науки;13;66.66666667;;76000000;76000000
Регион;Забайкальский край;Женский;2020;СПО: квалифицированные рабочие и служащие;Инженерное дело, технологии и технические науки;128;54.80769231;32492.72158;76000000;76000000
Регион;Забайкальский край;Женский;2020;СПО: квалифицированные рабочие и служащие;Науки об обществе;198;60.22727273;39154.479;76000000;76000000
Регион;Забайкальский край;Женский;2020;СПО: квалифицированные рабочие и служащие;Сельское хозяйство и сельскохозяйственные науки;3;33.33333333;;76000000;76000000
Регион;Забайкальский край;Женский;2021;СПО: квалифицированные рабочие и служащие;Инженерное дело, технологии и технические науки;132;49.09090909;37918.02824;76000000;76000000
Регион;Забайкальский край;Женский;2021;СПО: квалифицированные рабочие и служащие;Науки об обществе;201;53.26086957;37709.4836;76000000;76000000
Регион;Забайкальский край;Женский;2021;СПО: квалифицированные рабочие и служащие;Сельское хозяйство и сельскохозяйственные науки;10;44.44444444;;76000000;76000000
Регион;Забайкальский край;Женский;2022;СПО: квалифицированные рабочие и служащие;Инженерное дело, технологии и технические науки;154;51.53846154;38649.75797;76000000;76000000
Регион;Забайкальский край;Женский;2022;СПО: квалифицированные рабочие и служащие;Науки об обществе;262;39.39393939;38414.21129;76000000;76000000
Регион;Забайкальский край;Женский;2022;СПО: квалифицированные рабочие и служащие;Сельское хозяйство и сельскохозяйственные науки;9;55.55555556;;76000000;76000000
Регион;Забайкальский край;Женский;2023;СПО: квалифицированные рабочие и служащие;Инженерное дело, технологии и технические науки;131;40.74074074;33728.13738;76000000;76000000
Регион;Забайкальский край;Женский;2023;СПО: квалифицированные рабочие и служащие;Науки об обществе;288;38.55421687;36565.37616;76000000;76000000
Регион;Забайкальский край;Женский;2023;СПО: квалифицированные рабочие и служащие;Сельское хозяйство и сельскохозяйственные науки;8;57.14285714;;76000000;76000000
Регион;Забайкальский край;Женский;2019;Бакалавриат, специалитет;Гуманитарные науки;32;79.31034483;44415.03235;76000000;76000000
Регион;Забайкальский край;Женский;2019;Бакалавриат, специалитет;Здравоохранение и медицинские науки;244;94.23868313;85719.8413;76000000;76000000
Регион;Забайкальский край;Женский;2019;Бакалавриат, специалитет;Инженерное дело, технологии и технические науки;269;86.56716418;73781.42392;76000000;76000000
Регион;Забайкальский край;Женский;2019;Бакалавриат, специалитет;Искусство и культура;21;71.42857143;80768.03818;76000000;76000000
Регион;Забайкальский край;Женский;2019;Бакалавриат, специалитет;Математические и естественные науки;5;100.0;;76000000;76000000
Регион;Забайкальский край;Женский;2019;Бакалавриат, специалитет;Науки об обществе;1207;75.91666667;63981.85723;76000000;76000000
Регион;Забайкальский край;Женский;2019;Бакалавриат, специалитет;Образование и педагогические науки;314;86.58146965;56883.28875;76000000;76000000
Регион;Забайкальский край;Женский;2019;Бакалавриат, специалитет;Сельское хозяйство и сельскохозяйственные науки;58;74.13793103;51439.09889;76000000;76000000
Регион;Забайкальский край;Женский;2020;Бакалавриат, специалитет;Гуманитарные науки;18;72.22222222;83170.278;76000000;76000000
Регион;Забайкальский край;Женский;2020;Бакалавриат, специалитет;Здравоохранение и медицинские науки;213;86.85446009;75499.25679;76000000;76000000
Регион;Забайкальский край;Женский;2020;Бакалавриат, специалитет;Инженерное дело, технологии и технические науки;134;85.82089552;80549.66188;76000000;76000000
